phone1-manner class	phone2-type	phone2-subnumber	phone2-manner class	outcome	name	phone1-subnumber	phone2-number	phone2-stress	phone1-stress	phone1-type	phone1-number
discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete
v	c	1	s	Preserved	V	1	1	-1	1	m	1
v	c	1	s	Preserved	Sc	1	1	-1	1	m	1
s	c	2	fs	Preserved	Fc	1	1	-1	-1	c	1
fs	o	1	g	Preserved	Fr	2	0	-1	-1	c	1
g	m	1	v	Preserved	G	1	1	1	-1	o	0
v	o	1	s	Preserved	V	1	0	-1	1	m	1
v	o	1	s	Preserved	Sc	1	0	-1	1	m	1
s	m	1	v	Preserved	Sr	1	1	1	-1	o	0
v	o	1	g	Preserved	V	1	0	-1	1	m	1
g	m	1	v	Preserved	G	1	1	1	-1	o	0
v	m	1	v	Preserved	V	1	1	1	1	m	1
v	c	1	s	Preserved	V	1	1	-1	1	m	1
v	c	1	s	Preserved	Sc	1	1	-1	1	m	1
s	o	1	n	Preserved	Nc	1	0	-1	-1	c	1
n	m	1	v	Preserved	Nr	1	1	1	-1	o	0
v	c	1	fu	Preserved	V	1	1	-1	1	m	1
v	c	1	fu	Preserved	Fc	1	1	-1	1	m	1
fu	o	1	s	Preserved	Fr	1	0	-1	-1	c	1
s	m	1	v	Preserved	Sr	1	1	1	-1	o	0
v	c	1	s	Preserved	V	1	1	-1	1	m	1
v	c	1	s	Preserved	Sc	1	1	-1	1	m	1
s	m	1	v	Preserved	Sr	1	1	1	-1	o	0
v	c	1	n	Preserved	V	1	1	-1	1	m	1
g	m	1	v	Preserved	G	1	1	1	-1	o	0
v	m	1	s	Preserved	V	1	1	-1	1	m	1
v	c	1	g	Preserved	V	1	2	-1	0	m	2
#	o	1	fs	Preserved	Fc	0	0	-1	-1	m	0
fs	m	1	v	Preserved	Fr	1	1	1	-1	o	0
g	m	1	v	Preserved	G	1	1	1	-1	o	0
v	c	1	g	Preserved	V	1	1	-1	1	m	1
g	o	1	fs	Preserved	G	1	0	-1	-1	c	1
g	o	1	fs	Preserved	Fc	1	0	-1	-1	c	1
fs	o	2	s	Preserved	Fr	1	0	-1	-1	o	0
s	m	1	v	Preserved	Sr	2	1	1	-1	o	0
v	m	1	n	Preserved	V	1	1	-1	1	m	1
v	m	1	n	Preserved	Nc	1	1	-1	1	m	1
n	m	1	v	Preserved	Nr	1	2	0	-1	m	1
v	c	1	n	Preserved	V	1	2	-1	0	m	2
v	c	1	n	Preserved	Nc	1	2	-1	0	m	2
n	o	1	fn	Preserved	Nr	1	0	-1	-1	c	2
n	o	1	fn	Preserved	Fc	1	0	-1	-1	c	2
fn	m	1	v	Preserved	Fr	1	1	0	-1	o	0
v	o	1	s	Preserved	V	1	0	-1	0	m	1
v	o	1	s	Preserved	Sc	1	0	-1	0	m	1
s	m	1	v	Preserved	Sr	1	1	1	-1	o	0
v	c	1	s	Preserved	V	1	1	-1	1	m	1
v	c	1	s	Preserved	Sc	1	1	-1	1	m	1
s	m	1	v	Preserved	Sr	1	1	1	-1	c	1
v	c	1	fu	Preserved	V	1	1	-1	1	m	1
fu	o	1	fn	Preserved	Fc	1	0	-1	-1	c	1
fn	m	1	v	Preserved	Fr	1	1	0	-1	o	0
v	m	1	v	Preserved	V	1	1	0	0	m	1
v	m	1	s	Preserved	V	1	1	-1	0	m	1
v	m	1	s	Preserved	Sc	1	1	-1	0	m	1
s	m	1	v	Preserved	Sr	1	2	1	-1	m	1
v	m	1	n	Preserved	V	1	2	-1	1	m	2
v	m	1	n	Preserved	Nc	1	2	-1	1	m	2
s	m	1	v	Preserved	Sr	2	3	0	-1	m	2
v	c	1	n	Preserved	V	1	3	-1	0	m	3
v	c	1	n	Preserved	Nc	1	3	-1	0	m	3
s	o	1	s	Preserved	Sr	2	0	-1	-1	c	3
v	m	1	s	Preserved	V	1	1	-1	1	m	1
v	m	1	s	Preserved	Sc	1	1	-1	1	m	1
s	m	1	v	Preserved	Sr	1	2	0	-1	m	1
v	m	1	s	Preserved	V	1	1	-1	2	m	1
v	m	1	s	Preserved	Sc	1	1	-1	2	m	1
s	m	1	v	Preserved	Sr	1	2	1	-1	m	1
#	o	1	n	Preserved	Nc	0	0	-1	-1	m	0
n	m	1	v	Preserved	Nr	1	1	1	-1	o	0
v	o	1	s	Preserved	V	1	0	-1	1	m	1
v	o	1	fn	Preserved	V	1	0	-1	1	m	1
v	o	1	fn	Preserved	Fc	1	0	-1	1	m	1
fn	m	1	v	Preserved	Fr	1	1	0	-1	o	0
v	o	1	g	Preserved	V	1	0	-1	0	m	1
g	m	1	v	Preserved	G	1	1	1	-1	o	0
v	c	1	fu	Preserved	V	1	1	-1	1	m	1
v	c	1	fu	Preserved	Fc	1	1	-1	1	m	1
fu	c	2	s	Preserved	Fr	1	1	-1	-1	c	1
s	m	1	v	Preserved	Sr	2	1	1	-1	c	1
v	c	1	fu	Preserved	V	1	1	-1	1	m	1
v	c	1	fu	Preserved	Fc	1	1	-1	1	m	1
fn	m	1	v	Preserved	Fr	1	1	0	-1	o	0
v	m	1	v	Preserved	V	1	1	0	0	m	1
v	m	1	s	Preserved	V	1	1	-1	0	m	1
v	m	1	s	Preserved	Sc	1	1	-1	0	m	1
s	m	1	v	Preserved	Sr	1	2	1	-1	m	1
v	m	1	n	Preserved	V	1	2	-1	1	m	2
v	m	1	n	Preserved	Nc	1	2	-1	1	m	2
n	m	2	s	Preserved	Nr	1	2	-1	-1	m	2
s	m	1	v	Preserved	Sr	2	3	0	-1	m	2
v	c	1	n	Preserved	V	1	3	-1	0	m	3
v	c	1	n	Preserved	Nc	1	3	-1	0	m	3
n	c	2	s	Preserved	Nr	1	3	-1	-1	c	3
s	o	1	s	Preserved	Sr	2	0	-1	-1	c	3
v	m	1	s	Preserved	V	1	1	-1	1	m	1
v	m	1	s	Preserved	Sc	1	1	-1	1	m	1
s	m	1	v	Preserved	Sr	1	2	0	-1	m	1
a	o	1	s	Preserved	Fr	1	0	-1	-1	c	2
a	o	1	s	Preserved	Sc	1	0	-1	-1	c	2
s	m	1	v	Preserved	Sr	1	1	1	-1	o	0
g	m	1	v	Preserved	G	1	1	1	-1	o	0
v	o	1	g	Preserved	V	1	0	-1	1	m	1
v	c	1	fu	Preserved	V	1	1	-1	1	m	1
v	c	1	fu	Preserved	Fc	1	1	-1	1	m	1
fu	m	1	v	Preserved	Fr	1	1	0	-1	c	1
v	o	1	fu	Preserved	V	1	0	-1	0	m	1
v	o	1	fu	Preserved	Fc	1	0	-1	0	m	1
fu	m	1	v	Preserved	Fr	1	1	1	-1	o	0
v	c	1	n	Preserved	V	1	1	-1	1	m	1
v	c	1	n	Preserved	Nc	1	1	-1	1	m	1
n	c	2	fs	Preserved	Nr	1	1	-1	-1	c	1
n	c	2	fs	Preserved	Fc	1	1	-1	-1	c	1
fs	c	3	s	Preserved	Fr	2	1	-1	-1	c	1
s	o	1	n	Preserved	Nc	3	0	-1	-1	c	1
n	m	1	v	Preserved	Nr	1	1	1	-1	o	0
v	m	1	s	Preserved	V	1	1	-1	1	m	1
g	m	1	v	Preserved	G	1	1	1	-1	o	0
v	o	1	s	Preserved	V	1	0	-1	1	m	1
v	o	1	s	Preserved	Sc	1	0	-1	1	m	1
s	m	1	v	Preserved	Sr	1	1	1	-1	o	0
v	c	1	n	Preserved	V	1	1	-1	1	m	1
v	c	1	n	Preserved	Nc	1	1	-1	1	m	1
n	c	2	s	Preserved	Nr	1	1	-1	-1	c	1
v	c	1	fu	Preserved	V	1	1	-1	1	m	1
v	c	1	fu	Preserved	Fc	1	1	-1	1	m	1
v	m	1	n	Preserved	V	1	1	-1	0	m	1
v	m	1	n	Preserved	Nc	1	1	-1	0	m	1
n	m	1	v	Preserved	Nr	1	2	1	-1	m	1
v	m	1	fn	Preserved	V	1	2	-1	1	m	2
v	m	1	fn	Preserved	Fc	1	2	-1	1	m	2
fn	m	1	v	Preserved	Fr	1	3	0	-1	m	2
v	o	1	g	Preserved	V	1	0	-1	0	m	3
g	m	1	v	Preserved	G	1	1	1	-1	o	0
v	c	1	n	Preserved	V	1	1	-1	1	m	1
v	c	1	n	Preserved	Nc	1	1	-1	1	m	1
v	m	1	s	Preserved	V	1	1	-1	2	m	1
g	m	1	v	Preserved	G	1	1	1	-1	o	0
v	c	1	g	Preserved	V	1	1	-1	1	m	1
g	o	1	fn	Preserved	G	1	0	-1	-1	c	1
g	o	1	fn	Preserved	Fc	1	0	-1	-1	c	1
fn	m	1	v	Preserved	Fr	1	1	0	-1	o	0
v	o	1	s	Preserved	V	1	0	-1	0	m	1
v	o	1	s	Preserved	Sc	1	0	-1	0	m	1
s	m	1	v	Preserved	Sr	1	1	1	-1	o	0
v	m	1	s	Preserved	V	1	1	-1	1	m	1
v	c	1	n	Preserved	V	1	2	-1	0	m	2
v	c	1	n	Preserved	Nc	1	2	-1	0	m	2
n	m	1	v	Preserved	Nr	1	1	1	-1	c	2
v	c	1	fu	Preserved	V	1	1	-1	1	m	1
v	c	1	fu	Preserved	Fc	1	1	-1	1	m	1
fn	m	1	v	Preserved	Fr	1	1	0	-1	o	0
v	m	1	v	Preserved	V	1	1	0	0	m	1
v	m	1	s	Preserved	V	1	1	-1	0	m	1
v	m	1	s	Preserved	Sc	1	1	-1	0	m	1
s	m	1	v	Preserved	Sr	1	2	1	-1	m	1
v	m	1	n	Preserved	V	1	2	-1	1	m	2
v	m	1	n	Preserved	Nc	1	2	-1	1	m	2
n	m	2	s	Preserved	Nr	1	2	-1	-1	m	2
v	c	1	n	Preserved	V	1	3	-1	0	m	3
v	c	1	n	Preserved	Nc	1	3	-1	0	m	3
n	c	2	s	Preserved	Nr	1	3	-1	-1	c	3
n	c	2	s	Preserved	Sc	1	3	-1	-1	c	3
s	o	1	s	Preserved	Sr	2	0	-1	-1	c	3
v	m	1	s	Preserved	V	1	1	-1	1	m	1
v	m	1	s	Preserved	Sc	1	1	-1	1	m	1
s	m	1	v	Preserved	Sr	1	2	0	-1	m	1
a	m	1	v	Preserved	Fr	1	1	1	-1	c	2
v	c	1	fs	Preserved	V	1	1	-1	1	m	1
v	c	1	fs	Preserved	Fc	1	1	-1	1	m	1
#	o	1	fn	Preserved	Fc	0	0	-1	-1	m	0
fn	m	1	v	Preserved	Fr	1	1	0	-1	o	0
v	o	1	s	Preserved	V	1	0	-1	0	m	1
v	o	1	s	Preserved	Sc	1	0	-1	0	m	1
s	m	1	v	Preserved	Sr	1	1	1	-1	o	0
v	c	1	s	Preserved	V	1	1	-1	1	m	1
v	c	1	s	Preserved	Sc	1	1	-1	1	m	1
s	m	1	v	Preserved	Sr	1	1	1	-1	c	1
v	c	1	fu	Preserved	V	1	1	-1	1	m	1
v	c	1	fu	Preserved	Fc	1	1	-1	1	m	1
fn	m	1	v	Preserved	Fr	1	1	0	-1	o	0
v	o	1	fu	Preserved	V	1	0	-1	0	m	1
v	o	1	fu	Preserved	Fc	1	0	-1	0	m	1
fu	m	1	v	Preserved	Fr	1	1	1	-1	o	0
v	c	1	n	Preserved	V	1	1	-1	1	m	1
v	c	1	n	Preserved	Nc	1	1	-1	1	m	1
n	c	2	fs	Preserved	Nr	1	1	-1	-1	c	1
n	c	2	fs	Preserved	Fc	1	1	-1	-1	c	1
fs	c	3	s	Preserved	Fr	2	1	-1	-1	c	1
s	o	1	n	Preserved	Nc	3	0	-1	-1	c	1
n	m	1	v	Preserved	Nr	1	1	1	-1	o	0
v	m	1	s	Preserved	V	1	1	-1	1	m	1
v	m	1	s	Preserved	Sc	1	1	-1	1	m	1
s	m	1	v	Preserved	Sr	1	2	2	-1	m	1
v	m	1	v	Preserved	V	1	1	1	2	m	2
v	c	1	fs	Preserved	V	1	1	-1	1	m	1
v	c	1	fs	Preserved	Fc	1	1	-1	1	m	1
fs	o	1	g	Preserved	Fr	1	0	-1	-1	c	1
g	m	1	v	Preserved	G	1	1	1	-1	o	0
v	o	1	n	Preserved	V	1	0	-1	1	m	1
v	o	1	n	Preserved	Nc	1	0	-1	1	m	1
n	m	1	v	Preserved	Nr	1	1	1	-1	o	0
v	o	1	g	Preserved	V	1	0	-1	1	m	1
g	m	1	v	Preserved	G	1	1	1	-1	o	0
v	c	1	s	Preserved	V	1	1	-1	1	m	1
v	o	1	n	Preserved	V	1	0	-1	1	m	1
v	o	1	n	Preserved	Nc	1	0	-1	1	m	1
n	m	1	v	Preserved	Nr	1	1	1	-1	o	0
v	c	1	n	Preserved	V	1	1	-1	1	m	1
v	c	1	n	Preserved	Nc	1	1	-1	1	m	1
v	c	1	n	Preserved	V	1	1	-1	0	m	1
fn	m	1	v	Preserved	Fr	1	1	1	-1	o	0
v	c	1	g	Preserved	V	1	1	-1	1	m	1
g	c	2	fs	Preserved	Fc	1	1	-1	-1	c	1
fs	m	1	v	Preserved	Fr	2	1	0	-1	c	1
v	m	1	s	Preserved	V	1	1	-1	0	m	1
v	m	1	s	Preserved	Sc	1	1	-1	0	m	1
s	m	1	v	Preserved	Sr	1	2	1	-1	m	1
v	c	1	s	Preserved	V	1	2	-1	1	m	2
v	c	1	s	Preserved	Sc	1	2	-1	1	m	2
s	m	1	v	Preserved	Sr	1	1	1	-1	o	0
v	m	1	v	Preserved	V	1	1	1	1	m	1
v	m	1	n	Preserved	V	1	1	-1	1	m	1
v	m	1	n	Preserved	Nc	1	1	-1	1	m	1
n	m	2	a	Preserved	Nr	1	1	-1	-1	m	1
n	m	2	a	Preserved	Sc	1	1	-1	-1	m	1
n	m	2	a	Preserved	Sr	1	1	-1	-1	m	1
n	m	2	a	Preserved	Fc	1	1	-1	-1	m	1
a	m	1	v	Preserved	Fr	2	2	0	-1	m	1
v	c	1	fs	Preserved	V	1	2	-1	0	m	2
v	c	1	fs	Preserved	Fc	1	2	-1	0	m	2
fs	m	1	v	Preserved	Fr	1	1	0	-1	c	2
v	c	1	n	Preserved	V	1	1	-1	0	m	1
v	c	1	n	Preserved	Nc	1	1	-1	0	m	1
n	o	1	s	Preserved	Nr	1	0	-1	-1	c	1
n	o	1	s	Preserved	Sc	1	0	-1	-1	c	1
s	m	1	v	Preserved	Sr	1	1	0	-1	o	0
v	m	1	s	Preserved	V	1	1	-1	0	m	1
v	m	1	s	Preserved	Sc	1	1	-1	0	m	1
s	m	2	g	Preserved	Sr	1	1	-1	-1	m	1
g	m	1	v	Preserved	G	2	2	1	-1	m	1
v	c	1	n	Preserved	V	1	2	-1	1	m	2
v	c	1	n	Preserved	Nc	1	2	-1	1	m	2
n	m	1	v	Preserved	Nr	1	1	1	-1	c	2
v	c	1	s	Preserved	V	1	1	-1	1	m	1
v	c	1	s	Preserved	Sc	1	1	-1	1	m	1
s	m	1	v	Preserved	Sr	1	1	0	-1	o	0
v	m	1	s	Preserved	V	1	1	-1	0	m	1
v	m	1	s	Preserved	Sc	1	1	-1	0	m	1
s	m	2	g	Preserved	Sr	1	1	-1	-1	m	1
g	m	1	v	Preserved	G	2	2	1	-1	m	1
v	c	1	n	Preserved	V	1	2	-1	1	m	2
v	c	1	n	Preserved	Nc	1	2	-1	1	m	2
n	o	1	fn	Preserved	Nr	1	0	-1	-1	c	2
v	o	1	s	Preserved	V	1	0	-1	0	m	1
#	o	1	fs	Preserved	Fc	0	0	-1	-1	m	0
fs	m	1	v	Preserved	Fr	1	1	1	-1	o	0
v	o	1	fu	Preserved	V	1	0	-1	1	m	1
v	o	1	fu	Preserved	Fc	1	0	-1	1	m	1
fu	o	2	g	Preserved	Fr	1	0	-1	-1	o	0
g	m	1	v	Preserved	G	2	1	1	-1	o	0
v	c	1	n	Preserved	V	1	1	-1	1	m	1
v	c	1	n	Preserved	Nc	1	1	-1	1	m	1
fn	m	1	v	Preserved	Fr	1	1	0	-1	o	0
v	o	1	s	Preserved	V	1	0	-1	0	m	1
v	o	1	s	Preserved	Sc	1	0	-1	0	m	1
s	m	1	v	Preserved	Sr	1	1	1	-1	o	0
v	c	1	s	Preserved	V	1	1	-1	1	m	1
v	c	1	s	Preserved	Sc	1	1	-1	1	m	1
s	m	1	v	Preserved	Sr	1	1	1	-1	c	1
v	c	1	fu	Preserved	V	1	1	-1	1	m	1
fu	o	1	fn	Preserved	Fc	1	0	-1	-1	c	1
fn	m	1	v	Preserved	Fr	1	1	0	-1	o	0
v	m	1	v	Preserved	V	1	1	0	0	m	1
v	m	1	s	Preserved	V	1	1	-1	0	m	1
v	m	1	s	Preserved	Sc	1	1	-1	0	m	1
s	m	1	v	Preserved	Sr	1	2	1	-1	m	1
v	m	1	n	Preserved	V	1	2	-1	1	m	2
v	m	1	n	Preserved	Nc	1	2	-1	1	m	2
n	m	2	s	Preserved	Nr	1	2	-1	-1	m	2
v	c	1	n	Preserved	V	1	3	-1	0	m	3
v	c	1	n	Preserved	Nc	1	3	-1	0	m	3
n	c	2	s	Preserved	Nr	1	3	-1	-1	c	3
s	o	1	s	Preserved	Sr	2	0	-1	-1	c	3
v	m	1	s	Preserved	V	1	1	-1	1	m	1
v	m	1	s	Preserved	Sc	1	1	-1	1	m	1
s	m	1	v	Preserved	Sr	1	2	0	-1	m	1
a	o	1	g	Preserved	Fr	1	0	-1	-1	c	2
g	m	1	v	Preserved	G	1	1	1	-1	o	0
v	c	1	g	Preserved	V	1	1	-1	1	m	1
g	o	1	s	Preserved	G	1	0	-1	-1	c	1
v	m	1	n	Preserved	V	1	1	-1	1	m	1
v	m	1	n	Preserved	Nc	1	1	-1	1	m	1
n	m	1	v	Preserved	Nr	1	2	0	-1	m	1
v	o	1	n	Preserved	V	1	0	-1	0	m	2
v	o	1	n	Preserved	Nc	1	0	-1	0	m	2
n	m	1	v	Preserved	Nr	1	1	1	-1	o	0
v	c	1	s	Preserved	V	1	1	-1	1	m	1
v	c	1	s	Preserved	Sc	1	1	-1	1	m	1
s	m	1	v	Preserved	Sr	1	1	0	-1	c	1
v	o	1	s	Preserved	V	1	0	-1	0	m	1
v	o	1	s	Preserved	Sc	1	0	-1	0	m	1
s	m	1	v	Preserved	Sr	1	1	0	-1	o	0
v	m	2	v	Preserved	V	1	1	1	0	m	1
v	m	1	s	Preserved	V	2	1	-1	1	m	1
v	m	1	s	Preserved	Sc	2	1	-1	1	m	1
s	m	1	v	Preserved	Sr	1	2	0	-1	m	1
v	m	1	n	Preserved	Nc	1	2	-1	0	m	2
n	m	1	v	Preserved	Nr	1	3	0	-1	m	2
v	c	1	g	Preserved	V	1	3	-1	0	m	3
g	o	1	g	Preserved	G	1	0	-1	-1	c	3
v	c	1	n	Preserved	V	1	1	-1	1	m	1
v	c	1	n	Preserved	Nc	1	1	-1	1	m	1
s	m	1	v	Preserved	Sr	1	1	0	-1	o	0
v	m	1	g	Preserved	V	1	1	-1	0	m	1
g	m	1	v	Preserved	G	1	2	1	-1	m	1
v	c	1	g	Preserved	V	1	2	-1	1	m	2
g	c	2	s	Preserved	G	1	2	-1	-1	c	2
g	c	2	s	Preserved	Sc	1	2	-1	-1	c	2
s	o	1	g	Preserved	Sr	2	0	-1	-1	c	2
g	m	1	v	Preserved	G	1	1	1	-1	o	0
v	c	1	g	Preserved	V	1	1	-1	1	m	1
g	o	1	fn	Preserved	G	1	0	-1	-1	c	1
g	o	1	fn	Preserved	Fc	1	0	-1	-1	c	1
fn	m	1	v	Preserved	Fr	1	1	0	-1	o	0
v	o	1	s	Preserved	V	1	0	-1	0	m	1
v	o	1	s	Preserved	Sc	1	0	-1	0	m	1
s	m	1	v	Preserved	Sr	1	1	1	-1	o	0
v	c	1	s	Preserved	V	1	1	-1	1	m	1
v	c	1	s	Preserved	Sc	1	1	-1	1	m	1
s	m	1	v	Preserved	Sr	1	1	1	-1	c	1
v	c	1	fu	Preserved	V	1	1	-1	1	m	1
v	c	1	fu	Preserved	Fc	1	1	-1	1	m	1
fn	m	1	v	Preserved	Fr	1	1	0	-1	o	0
v	o	1	fu	Preserved	V	1	0	-1	0	m	1
v	o	1	fu	Preserved	Fc	1	0	-1	0	m	1
fu	m	1	v	Preserved	Fr	1	1	1	-1	o	0
v	c	1	n	Preserved	V	1	1	-1	1	m	1
v	c	1	n	Preserved	Nc	1	1	-1	1	m	1
n	c	2	fs	Preserved	Nr	1	1	-1	-1	c	1
n	c	2	fs	Preserved	Fc	1	1	-1	-1	c	1
fs	c	3	s	Preserved	Fr	2	1	-1	-1	c	1
s	o	1	n	Preserved	Nc	3	0	-1	-1	c	1
n	m	1	v	Preserved	Nr	1	1	1	-1	o	0
v	m	1	s	Preserved	V	1	1	-1	1	m	1
v	o	1	g	Preserved	V	1	0	-1	2	m	2
g	m	1	v	Preserved	G	1	1	1	-1	o	0
v	c	1	s	Preserved	V	1	1	-1	1	m	1
v	c	1	s	Preserved	Sc	1	1	-1	1	m	1
s	m	1	v	Preserved	Sr	1	1	1	-1	o	0
v	m	1	s	Preserved	V	1	1	-1	2	m	1
v	m	1	s	Preserved	Sc	1	1	-1	2	m	1
s	m	1	v	Preserved	Sr	1	2	1	-1	m	1
v	c	1	n	Preserved	V	1	1	-1	0	m	1
v	c	1	n	Preserved	Nc	1	1	-1	0	m	1
fn	m	1	v	Preserved	Fr	1	1	1	-1	o	0
v	c	1	n	Preserved	V	1	1	-1	1	m	1
v	c	1	n	Preserved	Nc	1	1	-1	1	m	1
n	o	1	g	Preserved	Nr	1	0	-1	-1	c	1
g	m	1	v	Preserved	G	1	1	1	-1	o	0
v	c	1	g	Preserved	V	1	1	-1	1	m	1
g	o	1	s	Preserved	G	1	0	-1	-1	c	1
v	m	1	n	Preserved	V	1	1	-1	1	m	1
v	m	1	n	Preserved	Nc	1	1	-1	1	m	1
n	m	1	v	Preserved	Nr	1	2	0	-1	m	1
#	o	1	s	Preserved	Sc	0	0	-1	-1	m	0
s	m	1	v	Preserved	Sr	1	1	1	-1	o	0
v	m	1	n	Preserved	V	1	1	-1	1	m	1
v	m	1	n	Preserved	Nc	1	1	-1	1	m	1
n	m	2	s	Preserved	Nr	1	1	-1	-1	m	1
v	o	1	s	Preserved	V	1	0	-1	0	m	2
v	o	1	s	Preserved	Sc	1	0	-1	0	m	2
s	m	1	v	Preserved	Sr	1	1	1	-1	o	0
v	c	1	fu	Preserved	V	1	1	-1	1	m	1
v	c	1	fu	Preserved	Fc	1	1	-1	1	m	1
fu	o	1	fn	Preserved	Fr	1	0	-1	-1	c	1
fu	o	1	fn	Preserved	Fc	1	0	-1	-1	c	1
fn	m	1	v	Preserved	Fr	1	1	0	-1	o	0
v	o	1	g	Preserved	V	1	0	-1	0	m	1
g	m	1	v	Preserved	G	1	1	1	-1	o	0
v	c	1	n	Preserved	V	1	1	-1	1	m	1
v	c	1	n	Preserved	Nc	1	1	-1	1	m	1
n	o	1	fs	Preserved	Nr	1	0	-1	-1	c	1
n	o	1	fs	Preserved	Fc	1	0	-1	-1	c	1
fs	o	2	s	Preserved	Fr	1	0	-1	-1	o	0
g	m	1	v	Preserved	G	3	1	1	-1	o	0
v	c	1	s	Preserved	V	1	1	-1	1	m	1
v	c	1	s	Preserved	V	1	1	-1	1	m	1
v	c	1	s	Preserved	Sc	1	1	-1	1	m	1
s	o	1	s	Preserved	Sr	1	0	-1	-1	c	1
s	o	1	s	Preserved	Sc	1	0	-1	-1	c	1
s	m	1	v	Preserved	Sr	1	1	1	-1	o	0
v	o	1	fn	Preserved	V	1	0	-1	1	m	1
v	o	1	fn	Preserved	Fc	1	0	-1	1	m	1
fn	m	1	v	Preserved	Fr	1	1	0	-1	o	0
v	o	1	fu	Preserved	V	1	0	-1	0	m	1
v	o	1	fu	Preserved	Fc	1	0	-1	0	m	1
fu	m	1	v	Preserved	Fr	1	1	1	-1	o	0
v	m	1	g	Preserved	V	1	1	-1	1	m	1
g	m	1	v	Preserved	G	1	2	0	-1	m	1
v	o	1	s	Preserved	V	1	0	-1	0	m	2
v	o	1	s	Preserved	Sc	1	0	-1	0	m	2
s	m	1	v	Preserved	Sr	1	1	1	-1	o	0
v	m	1	s	Preserved	V	1	1	-1	1	m	1
v	c	1	n	Preserved	V	1	2	-1	0	m	2
v	c	1	n	Preserved	Nc	1	2	-1	0	m	2
v	c	1	fu	Preserved	V	1	1	-1	1	m	1
v	c	1	fu	Preserved	Fc	1	1	-1	1	m	1
fu	o	1	fn	Preserved	Fr	1	0	-1	-1	c	1
fu	o	1	fn	Preserved	Fc	1	0	-1	-1	c	1
fn	m	1	v	Preserved	Fr	1	1	0	-1	o	0
#	o	1	fn	Preserved	Fc	0	0	-1	-1	m	0
fn	m	1	v	Preserved	Fr	1	1	0	-1	o	0
#	o	1	fn	Preserved	Fc	0	0	-1	-1	m	0
fn	m	1	v	Preserved	Fr	1	1	0	-1	o	0
v	o	1	fs	Preserved	V	1	0	-1	0	m	1
v	o	1	fs	Preserved	Fc	1	0	-1	0	m	1
fs	m	1	v	Preserved	Fr	1	1	1	-1	o	0
v	m	1	fn	Preserved	V	1	1	-1	1	m	1
v	m	1	fn	Preserved	Fc	1	1	-1	1	m	1
fn	m	1	v	Preserved	Fr	1	2	0	-1	m	1
v	c	1	n	Preserved	V	1	2	-1	0	m	2
v	c	1	n	Preserved	Nc	1	2	-1	0	m	2
n	m	1	v	Preserved	Nr	1	1	1	-1	o	0
v	c	1	fs	Preserved	V	1	1	-1	1	m	1
v	c	1	fs	Preserved	Fc	1	1	-1	1	m	1
fs	c	2	s	Preserved	Fr	1	1	-1	-1	c	1
s	o	1	s	Preserved	Sc	2	0	-1	-1	c	1
s	m	1	v	Preserved	Sr	1	1	1	-1	o	0
v	c	1	g	Preserved	V	1	1	-1	1	m	1
g	c	2	s	Preserved	G	1	1	-1	-1	c	1
g	c	2	s	Preserved	Sc	1	1	-1	-1	c	1
s	m	1	v	Preserved	Sr	2	1	1	-1	c	1
v	c	1	fu	Preserved	V	1	1	-1	1	m	1
v	c	1	fu	Preserved	Fc	1	1	-1	1	m	1
fn	m	1	v	Preserved	Fr	1	1	0	-1	o	0
v	o	1	g	Preserved	V	1	0	-1	0	m	1
g	m	1	v	Preserved	G	1	1	1	-1	o	0
v	c	1	fs	Preserved	V	1	1	-1	1	m	1
v	c	1	fs	Preserved	Fc	1	1	-1	1	m	1
fs	c	2	s	Preserved	Fr	1	1	-1	-1	c	1
g	m	1	v	Preserved	G	1	1	1	-1	o	0
v	c	1	s	Preserved	V	1	1	-1	1	m	1
v	c	1	s	Preserved	Sc	1	1	-1	1	m	1
g	m	1	v	Preserved	G	1	1	1	-1	o	0
v	o	1	s	Preserved	V	1	0	-1	1	m	1
v	o	1	s	Preserved	Sc	1	0	-1	1	m	1
s	m	1	v	Preserved	Sr	1	1	1	-1	o	0
v	c	1	s	Preserved	V	1	1	-1	1	m	1
v	c	1	s	Preserved	Sc	1	1	-1	1	m	1
s	o	1	fn	Preserved	Fc	1	0	-1	-1	c	1
fn	m	1	v	Preserved	Fr	1	1	1	-1	o	0
v	c	1	s	Preserved	V	1	1	-1	1	m	1
v	c	1	s	Preserved	Sc	1	1	-1	1	m	1
#	o	1	n	Preserved	Nc	0	0	-1	-1	m	0
n	m	1	v	Preserved	Nr	1	1	1	-1	o	0
v	o	1	g	Preserved	V	1	0	-1	1	m	1
g	m	1	v	Preserved	G	1	1	1	-1	o	0
v	c	1	g	Preserved	V	1	1	-1	1	m	1
g	o	1	s	Preserved	G	1	0	-1	-1	c	1
v	m	1	n	Preserved	V	1	1	-1	1	m	1
v	o	1	g	Preserved	V	1	0	-1	0	m	2
g	m	1	v	Preserved	G	1	1	1	-1	o	0
v	c	1	s	Preserved	V	1	1	-1	1	m	1
v	m	1	g	Preserved	V	1	1	-1	0	m	1
g	m	1	v	Preserved	G	1	2	1	-1	m	1
v	c	1	n	Preserved	V	1	2	-1	1	m	2
v	c	1	n	Preserved	Nc	1	2	-1	1	m	2
